Training_Region_Cell_ID,D_model1,D_model2,D_dataCat,D_dataFeat,D_kgS0,D_kgS1,D_kgS2,D_kgS3,D_nopredTarget,D_onto,invalid_cell,type,cell-pair(s),family,setID,trial_ID,status,comments
1634,3,2,1,1,2,1,1,1,2,2,,,,,,,,
1635,3,2,1,1,2,1,1,1,2,3,,,,,,,,
1636,3,2,1,1,2,1,1,1,3,1,B,,,,,,,
1637,3,2,1,1,2,1,1,1,3,2,,,,,,,,
1638,3,2,1,1,2,1,1,1,3,3,,,,,,,,
1639,3,2,1,1,3,1,1,1,1,1,B,,,,,,,
1640,3,2,1,1,3,1,1,1,1,2,,,,,,,,
1641,3,2,1,1,3,1,1,1,1,3,,,,,,,,
1642,3,2,1,1,3,1,1,1,2,1,B,,,,,,,
1643,3,2,1,1,3,1,1,1,2,2,,,,,,,,
1644,3,2,1,1,3,1,1,1,2,3,,,,,,,,
1645,3,2,1,1,3,1,1,1,3,1,B,,,,,,,
1646,3,2,1,1,3,1,1,1,3,2,,,,,,,,
1647,3,2,1,1,3,1,1,1,3,3,,,,,,,,
1648,3,2,1,2,1,1,1,1,1,1,,,,,,,,
1649,3,2,1,2,1,1,1,1,1,2,A,,,,,,,
1650,3,2,1,2,1,1,1,1,1,3,A,,,,,,,
1651,3,2,1,2,1,1,1,1,2,1,,,,,,,,
1652,3,2,1,2,1,1,1,1,2,2,A,,,,,,,
1653,3,2,1,2,1,1,1,1,2,3,A,,,,,,,
1654,3,2,1,2,1,1,1,1,3,1,,,,,,,,
1655,3,2,1,2,1,1,1,1,3,2,A,,,,,,,
1656,3,2,1,2,1,1,1,1,3,3,A,,,,,,,
1657,3,2,1,2,2,1,1,1,1,1,B,,,,,,,
1658,3,2,1,2,2,1,1,1,1,2,,,,,,,,
1659,3,2,1,2,2,1,1,1,1,3,,,,,,,,
1660,3,2,1,2,2,1,1,1,2,1,B,,,,,,,
1661,3,2,1,2,2,1,1,1,2,2,,,,,,,,
1662,3,2,1,2,2,1,1,1,2,3,,,,,,,,
1663,3,2,1,2,2,1,1,1,3,1,B,,,,,,,
1664,3,2,1,2,2,1,1,1,3,2,,,,,,,,
1665,3,2,1,2,2,1,1,1,3,3,,,,,,,,
1666,3,2,1,2,3,1,1,1,1,1,B,,,,,,,
1667,3,2,1,2,3,1,1,1,1,2,,,,,,,,
1668,3,2,1,2,3,1,1,1,1,3,,,,,,,,
1669,3,2,1,2,3,1,1,1,2,1,B,,,,,,,
1670,3,2,1,2,3,1,1,1,2,2,,,,,,,,
1671,3,2,1,2,3,1,1,1,2,3,,,,,,,,
1672,3,2,1,2,3,1,1,1,3,1,B,,,,,,,
1673,3,2,1,2,3,1,1,1,3,2,,,,,,,,
1674,3,2,1,2,3,1,1,1,3,3,,,,,,,,
1675,3,2,1,3,1,1,1,1,1,1,,,,,,,,
1676,3,2,1,3,1,1,1,1,1,2,A,,,,,,,
1677,3,2,1,3,1,1,1,1,1,3,A,,,,,,,
1678,3,2,1,3,1,1,1,1,2,1,,,,,,,,
1679,3,2,1,3,1,1,1,1,2,2,A,,,,,,,
1680,3,2,1,3,1,1,1,1,2,3,A,,,,,,,
1681,3,2,1,3,1,1,1,1,3,1,,,,,,,,
1682,3,2,1,3,1,1,1,1,3,2,A,,,,,,,
1683,3,2,1,3,1,1,1,1,3,3,A,,,,,,,
1684,3,2,1,3,2,1,1,1,1,1,B,,,,,,,
1685,3,2,1,3,2,1,1,1,1,2,,,,,,,,
1686,3,2,1,3,2,1,1,1,1,3,,,,,,,,
1687,3,2,1,3,2,1,1,1,2,1,B,,,,,,,
1688,3,2,1,3,2,1,1,1,2,2,,,,,,,,
1689,3,2,1,3,2,1,1,1,2,3,,,,,,,,
1690,3,2,1,3,2,1,1,1,3,1,B,,,,,,,
1691,3,2,1,3,2,1,1,1,3,2,,,,,,,,
1692,3,2,1,3,2,1,1,1,3,3,,,,,,,,
1693,3,2,1,3,3,1,1,1,1,1,B,,,,,,,
1694,3,2,1,3,3,1,1,1,1,2,,,,,,,,
1695,3,2,1,3,3,1,1,1,1,3,,,,,,,,
1696,3,2,1,3,3,1,1,1,2,1,B,,,,,,,
1697,3,2,1,3,3,1,1,1,2,2,,,,,,,,
1698,3,2,1,3,3,1,1,1,2,3,,,,,,,,
1699,3,2,1,3,3,1,1,1,3,1,B,,,,,,,
1700,3,2,1,3,3,1,1,1,3,2,,,,,,,,
1701,3,2,1,3,3,1,1,1,3,3,,,,,,,,
1702,3,2,1,4,1,1,1,1,1,1,,,,,,,,
1703,3,2,1,4,1,1,1,1,1,2,A,,,,,,,
1704,3,2,1,4,1,1,1,1,1,3,A,,,,,,,
1705,3,2,1,4,1,1,1,1,2,1,,,,,,,,
1706,3,2,1,4,1,1,1,1,2,2,A,,,,,,,
1707,3,2,1,4,1,1,1,1,2,3,A,,,,,,,
1708,3,2,1,4,1,1,1,1,3,1,,,,,,,,
1709,3,2,1,4,1,1,1,1,3,2,A,,,,,,,
1710,3,2,1,4,1,1,1,1,3,3,A,,,,,,,
1711,3,2,1,4,2,1,1,1,1,1,B,,,,,,,
1712,3,2,1,4,2,1,1,1,1,2,,,,,,,,
1713,3,2,1,4,2,1,1,1,1,3,,,,,,,,
1714,3,2,1,4,2,1,1,1,2,1,B,,,,,,,
1715,3,2,1,4,2,1,1,1,2,2,,,,,,,,
1716,3,2,1,4,2,1,1,1,2,3,,,,,,,,
1717,3,2,1,4,2,1,1,1,3,1,B,,,,,,,
1718,3,2,1,4,2,1,1,1,3,2,,,,,,,,
1719,3,2,1,4,2,1,1,1,3,3,,,,,,,,
1720,3,2,1,4,3,1,1,1,1,1,B,,,,,,,
1721,3,2,1,4,3,1,1,1,1,2,,,,,,,,
1722,3,2,1,4,3,1,1,1,1,3,,,,,,,,
1723,3,2,1,4,3,1,1,1,2,1,B,,,,,,,
1724,3,2,1,4,3,1,1,1,2,2,,,,,,,,
1725,3,2,1,4,3,1,1,1,2,3,,,,,,,,
1726,3,2,1,4,3,1,1,1,3,1,B,,,,,,,
1727,3,2,1,4,3,1,1,1,3,2,,,,,,,,
1728,3,2,1,4,3,1,1,1,3,3,,,,,,,,
1729,3,2,2,1,1,1,1,1,1,1,,,,,,,,
1730,3,2,2,1,1,1,1,1,1,2,A,,,,,,,
1731,3,2,2,1,1,1,1,1,1,3,A,,,,,,,
1732,3,2,2,1,1,1,1,1,2,1,,,,,,,,
1733,3,2,2,1,1,1,1,1,2,2,A,,,,,,,
1734,3,2,2,1,1,1,1,1,2,3,A,,,,,,,
1735,3,2,2,1,1,1,1,1,3,1,,,,,,,,
1736,3,2,2,1,1,1,1,1,3,2,A,,,,,,,
1737,3,2,2,1,1,1,1,1,3,3,A,,,,,,,
1738,3,2,2,1,2,1,1,1,1,1,B,,,,,,,
1739,3,2,2,1,2,1,1,1,1,2,,,,,,,,
1740,3,2,2,1,2,1,1,1,1,3,,,,,,,,
1741,3,2,2,1,2,1,1,1,2,1,B,,,,,,,
1742,3,2,2,1,2,1,1,1,2,2,,,,,,,,
1743,3,2,2,1,2,1,1,1,2,3,,,,,,,,
1744,3,2,2,1,2,1,1,1,3,1,B,,,,,,,
1745,3,2,2,1,2,1,1,1,3,2,,,,,,,,
1746,3,2,2,1,2,1,1,1,3,3,,,,,,,,
1747,3,2,2,1,3,1,1,1,1,1,B,,,,,,,
1748,3,2,2,1,3,1,1,1,1,2,,,,,,,,
1749,3,2,2,1,3,1,1,1,1,3,,,,,,,,
1750,3,2,2,1,3,1,1,1,2,1,B,,,,,,,
1751,3,2,2,1,3,1,1,1,2,2,,,,,,,,
1752,3,2,2,1,3,1,1,1,2,3,,,,,,,,
1753,3,2,2,1,3,1,1,1,3,1,B,,,,,,,
1754,3,2,2,1,3,1,1,1,3,2,,,,,,,,
1755,3,2,2,1,3,1,1,1,3,3,,,,,,,,
1756,3,2,2,2,1,1,1,1,1,1,,,,,,,,
1757,3,2,2,2,1,1,1,1,1,2,A,,,,,,,
1758,3,2,2,2,1,1,1,1,1,3,A,,,,,,,
1759,3,2,2,2,1,1,1,1,2,1,,,,,,,,
1760,3,2,2,2,1,1,1,1,2,2,A,,,,,,,
1761,3,2,2,2,1,1,1,1,2,3,A,,,,,,,
1762,3,2,2,2,1,1,1,1,3,1,,,,,,,,
1763,3,2,2,2,1,1,1,1,3,2,A,,,,,,,
1764,3,2,2,2,1,1,1,1,3,3,A,,,,,,,
1765,3,2,2,2,2,1,1,1,1,1,B,,,,,,,
1766,3,2,2,2,2,1,1,1,1,2,,,,,,,,
1767,3,2,2,2,2,1,1,1,1,3,,,,,,,,
1768,3,2,2,2,2,1,1,1,2,1,B,,,,,,,
1769,3,2,2,2,2,1,1,1,2,2,,,,,,,,
1770,3,2,2,2,2,1,1,1,2,3,,,,,,,,
1771,3,2,2,2,2,1,1,1,3,1,B,,,,,,,
1772,3,2,2,2,2,1,1,1,3,2,,,,,,,,
1773,3,2,2,2,2,1,1,1,3,3,,,,,,,,
1774,3,2,2,2,3,1,1,1,1,1,B,,,,,,,
1775,3,2,2,2,3,1,1,1,1,2,,,,,,,,
1776,3,2,2,2,3,1,1,1,1,3,,,,,,,,
1777,3,2,2,2,3,1,1,1,2,1,B,,,,,,,
1778,3,2,2,2,3,1,1,1,2,2,,,,,,,,
1779,3,2,2,2,3,1,1,1,2,3,,,,,,,,
1780,3,2,2,2,3,1,1,1,3,1,B,,,,,,,
1781,3,2,2,2,3,1,1,1,3,2,,,,,,,,
1782,3,2,2,2,3,1,1,1,3,3,,,,,,,,
1783,3,2,2,3,1,1,1,1,1,1,,,,,,,,
1784,3,2,2,3,1,1,1,1,1,2,A,,,,,,,
1785,3,2,2,3,1,1,1,1,1,3,A,,,,,,,
1786,3,2,2,3,1,1,1,1,2,1,,,,,,,,
1787,3,2,2,3,1,1,1,1,2,2,A,,,,,,,
1788,3,2,2,3,1,1,1,1,2,3,A,,,,,,,
1789,3,2,2,3,1,1,1,1,3,1,,,,,,,,
1790,3,2,2,3,1,1,1,1,3,2,A,,,,,,,
1791,3,2,2,3,1,1,1,1,3,3,A,,,,,,,
1792,3,2,2,3,2,1,1,1,1,1,B,,,,,,,
1793,3,2,2,3,2,1,1,1,1,2,,,,,,,,
1794,3,2,2,3,2,1,1,1,1,3,,,,,,,,
1795,3,2,2,3,2,1,1,1,2,1,B,,,,,,,
1796,3,2,2,3,2,1,1,1,2,2,,,,,,,,
1797,3,2,2,3,2,1,1,1,2,3,,,,,,,,
1798,3,2,2,3,2,1,1,1,3,1,B,,,,,,,
1799,3,2,2,3,2,1,1,1,3,2,,,,,,,,
1800,3,2,2,3,2,1,1,1,3,3,,,,,,,,
1801,3,2,2,3,3,1,1,1,1,1,B,,,,,,,
1802,3,2,2,3,3,1,1,1,1,2,,,,,,,,
1803,3,2,2,3,3,1,1,1,1,3,,,,,,,,
1804,3,2,2,3,3,1,1,1,2,1,B,,,,,,,
1805,3,2,2,3,3,1,1,1,2,2,,,,,,,,
1806,3,2,2,3,3,1,1,1,2,3,,,,,,,,
1807,3,2,2,3,3,1,1,1,3,1,B,,,,,,,
1808,3,2,2,3,3,1,1,1,3,2,,,,,,,,
1809,3,2,2,3,3,1,1,1,3,3,,,,,,,,
1810,3,2,2,4,1,1,1,1,1,1,,,,,,,,
1811,3,2,2,4,1,1,1,1,1,2,A,,,,,,,
1812,3,2,2,4,1,1,1,1,1,3,A,,,,,,,
1813,3,2,2,4,1,1,1,1,2,1,,,,,,,,
1814,3,2,2,4,1,1,1,1,2,2,A,,,,,,,
1815,3,2,2,4,1,1,1,1,2,3,A,,,,,,,
1816,3,2,2,4,1,1,1,1,3,1,,,,,,,,
1817,3,2,2,4,1,1,1,1,3,2,A,,,,,,,
1818,3,2,2,4,1,1,1,1,3,3,A,,,,,,,
1819,3,2,2,4,2,1,1,1,1,1,B,,,,,,,
1820,3,2,2,4,2,1,1,1,1,2,,,,,,,,
1821,3,2,2,4,2,1,1,1,1,3,,,,,,,,
1822,3,2,2,4,2,1,1,1,2,1,B,,,,,,,
1823,3,2,2,4,2,1,1,1,2,2,,,,,,,,
1824,3,2,2,4,2,1,1,1,2,3,,,,,,,,
1825,3,2,2,4,2,1,1,1,3,1,B,,,,,,,
1826,3,2,2,4,2,1,1,1,3,2,,,,,,,,
1827,3,2,2,4,2,1,1,1,3,3,,,,,,,,
1828,3,2,2,4,3,1,1,1,1,1,B,,,,,,,
1829,3,2,2,4,3,1,1,1,1,2,,,,,,,,
1830,3,2,2,4,3,1,1,1,1,3,,,,,,,,
1831,3,2,2,4,3,1,1,1,2,1,B,,,,,,,
1832,3,2,2,4,3,1,1,1,2,2,,,,,,,,
1833,3,2,2,4,3,1,1,1,2,3,,,,,,,,
1834,3,2,2,4,3,1,1,1,3,1,B,,,,,,,
1835,3,2,2,4,3,1,1,1,3,2,,,,,,,,
1836,3,2,2,4,3,1,1,1,3,3,,,,,,,,
1837,3,2,3,1,1,1,1,1,1,1,C,,,,,,,
1838,3,2,3,1,1,1,1,1,1,2,,,,,,,,
1839,3,2,3,1,1,1,1,1,1,3,,,,,,,,
1840,3,2,3,1,1,1,1,1,2,1,C,,,,,,,
1841,3,2,3,1,1,1,1,1,2,2,,,,,,,,
1842,3,2,3,1,1,1,1,1,2,3,,,,,,,,
1843,3,2,3,1,1,1,1,1,3,1,C,,,,,,,
1844,3,2,3,1,1,1,1,1,3,2,,,,,,,,
1845,3,2,3,1,1,1,1,1,3,3,,,,,,,,
1846,3,2,3,1,2,1,1,1,1,1,D,,,,,,,
1847,3,2,3,1,2,1,1,1,1,2,,,,,,,,
1848,3,2,3,1,2,1,1,1,1,3,,,,,,,,
1849,3,2,3,1,2,1,1,1,2,1,D,,,,,,,
1850,3,2,3,1,2,1,1,1,2,2,,,,,,,,
1851,3,2,3,1,2,1,1,1,2,3,,,,,,,,
1852,3,2,3,1,2,1,1,1,3,1,D,,,,,,,
1853,3,2,3,1,2,1,1,1,3,2,,,,,,,,
1854,3,2,3,1,2,1,1,1,3,3,,,,,,,,
1855,3,2,3,1,3,1,1,1,1,1,D,,,,,,,
1856,3,2,3,1,3,1,1,1,1,2,,,,,,,,
1857,3,2,3,1,3,1,1,1,1,3,,,,,,,,
1858,3,2,3,1,3,1,1,1,2,1,D,,,,,,,
1859,3,2,3,1,3,1,1,1,2,2,,,,,,,,
1860,3,2,3,1,3,1,1,1,2,3,,,,,,,,
1861,3,2,3,1,3,1,1,1,3,1,D,,,,,,,
1862,3,2,3,1,3,1,1,1,3,2,,,,,,,,
1863,3,2,3,1,3,1,1,1,3,3,,,,,,,,
1864,3,2,3,2,1,1,1,1,1,1,C,,,,,,,
1865,3,2,3,2,1,1,1,1,1,2,,,,,,,,
1866,3,2,3,2,1,1,1,1,1,3,,,,,,,,
1867,3,2,3,2,1,1,1,1,2,1,C,,,,,,,
1868,3,2,3,2,1,1,1,1,2,2,,,,,,,,
1869,3,2,3,2,1,1,1,1,2,3,,,,,,,,
1870,3,2,3,2,1,1,1,1,3,1,C,,,,,,,
1871,3,2,3,2,1,1,1,1,3,2,,,,,,,,
1872,3,2,3,2,1,1,1,1,3,3,,,,,,,,
1873,3,2,3,2,2,1,1,1,1,1,D,,,,,,,
1874,3,2,3,2,2,1,1,1,1,2,,,,,,,,
1875,3,2,3,2,2,1,1,1,1,3,,,,,,,,
1876,3,2,3,2,2,1,1,1,2,1,D,,,,,,,
1877,3,2,3,2,2,1,1,1,2,2,,,,,,,,
1878,3,2,3,2,2,1,1,1,2,3,,,,,,,,
1879,3,2,3,2,2,1,1,1,3,1,D,,,,,,,
1880,3,2,3,2,2,1,1,1,3,2,,,,,,,,
1881,3,2,3,2,2,1,1,1,3,3,,,,,,,,
1882,3,2,3,2,3,1,1,1,1,1,D,,,,,,,
1883,3,2,3,2,3,1,1,1,1,2,,,,,,,,
1884,3,2,3,2,3,1,1,1,1,3,,,,,,,,
1885,3,2,3,2,3,1,1,1,2,1,D,,,,,,,
1886,3,2,3,2,3,1,1,1,2,2,,,,,,,,
1887,3,2,3,2,3,1,1,1,2,3,,,,,,,,
1888,3,2,3,2,3,1,1,1,3,1,D,,,,,,,
1889,3,2,3,2,3,1,1,1,3,2,,,,,,,,
1890,3,2,3,2,3,1,1,1,3,3,,,,,,,,
1891,3,2,3,3,1,1,1,1,1,1,C,,,,,,,
1892,3,2,3,3,1,1,1,1,1,2,,,,,,,,
1893,3,2,3,3,1,1,1,1,1,3,,,,,,,,
1894,3,2,3,3,1,1,1,1,2,1,C,,,,,,,
1895,3,2,3,3,1,1,1,1,2,2,,,,,,,,
1896,3,2,3,3,1,1,1,1,2,3,,,,,,,,
1897,3,2,3,3,1,1,1,1,3,1,C,,,,,,,
1898,3,2,3,3,1,1,1,1,3,2,,,,,,,,
1899,3,2,3,3,1,1,1,1,3,3,,,,,,,,
1900,3,2,3,3,2,1,1,1,1,1,D,,,,,,,
1901,3,2,3,3,2,1,1,1,1,2,,,,,,,,
1902,3,2,3,3,2,1,1,1,1,3,,,,,,,,
1903,3,2,3,3,2,1,1,1,2,1,D,,,,,,,
1904,3,2,3,3,2,1,1,1,2,2,,,,,,,,
1905,3,2,3,3,2,1,1,1,2,3,,,,,,,,
1906,3,2,3,3,2,1,1,1,3,1,D,,,,,,,
1907,3,2,3,3,2,1,1,1,3,2,,,,,,,,
1908,3,2,3,3,2,1,1,1,3,3,,,,,,,,
1909,3,2,3,3,3,1,1,1,1,1,D,,,,,,,
1910,3,2,3,3,3,1,1,1,1,2,,,,,,,,
1911,3,2,3,3,3,1,1,1,1,3,,,,,,,,
1912,3,2,3,3,3,1,1,1,2,1,D,,,,,,,
1913,3,2,3,3,3,1,1,1,2,2,,,,,,,,
1914,3,2,3,3,3,1,1,1,2,3,,,,,,,,
1915,3,2,3,3,3,1,1,1,3,1,D,,,,,,,
1916,3,2,3,3,3,1,1,1,3,2,,,,,,,,
1917,3,2,3,3,3,1,1,1,3,3,,,,,,,,
1918,3,2,3,4,1,1,1,1,1,1,C,,,,,,,
1919,3,2,3,4,1,1,1,1,1,2,,,,,,,,
1920,3,2,3,4,1,1,1,1,1,3,,,,,,,,
1921,3,2,3,4,1,1,1,1,2,1,C,,,,,,,
1922,3,2,3,4,1,1,1,1,2,2,,,,,,,,
1923,3,2,3,4,1,1,1,1,2,3,,,,,,,,
1924,3,2,3,4,1,1,1,1,3,1,C,,,,,,,
1925,3,2,3,4,1,1,1,1,3,2,,,,,,,,
1926,3,2,3,4,1,1,1,1,3,3,,,,,,,,
1927,3,2,3,4,2,1,1,1,1,1,D,,,,,,,
1928,3,2,3,4,2,1,1,1,1,2,,,,,,,,
1929,3,2,3,4,2,1,1,1,1,3,,,,,,,,
1930,3,2,3,4,2,1,1,1,2,1,D,,,,,,,
1931,3,2,3,4,2,1,1,1,2,2,,,,,,,,
1932,3,2,3,4,2,1,1,1,2,3,,,,,,,,
1933,3,2,3,4,2,1,1,1,3,1,D,,,,,,,
1934,3,2,3,4,2,1,1,1,3,2,,,,,,,,
1935,3,2,3,4,2,1,1,1,3,3,,,,,,,,
1936,3,2,3,4,3,1,1,1,1,1,D,,,,,,,
1937,3,2,3,4,3,1,1,1,1,2,,,,,,,,
1938,3,2,3,4,3,1,1,1,1,3,,,,,,,,
1939,3,2,3,4,3,1,1,1,2,1,D,,,,,,,
1940,3,2,3,4,3,1,1,1,2,2,,,,,,,,
1941,3,2,3,4,3,1,1,1,2,3,,,,,,,,
1942,3,2,3,4,3,1,1,1,3,1,D,,,,,,,
1943,3,2,3,4,3,1,1,1,3,2,,,,,,,,
1944,3,2,3,4,3,1,1,1,3,3,,,,,,,,
1945,,,,,,,,,,,,,,,,,,
1946,,,,,,,,,,,792,,,,,,,counts
2000,,,,,,,,,,,,,,,,,,a boundary trcID that separates formal cells from adhoc cells
2471,1,2,2,2,2,1,1,1,1,4,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=4 (per ontology v1_1c)
3471,1,2,2,2,2,1,1,1,1,5,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=5 (per ontology v1_1g)
4471,1,2,2,2,2,1,1,1,1,6,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=6 (per ontology v1_1h)
5471,1,2,2,2,2,1,1,1,1,7,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=7 (per ontology v1_1i)
6471,1,2,2,2,2,1,1,1,1,8,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=8 (per ontology v1_1j)
7471,1,2,2,2,2,1,1,1,1,9,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=9 (per ontology v1_1k)
8471,1,2,2,2,2,1,1,1,1,10,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=10 (per ontology v1_1e)
9471,1,2,2,2,2,1,1,1,1,11,,T,460,nnkgs0,1,2,A,we pivot off of trc0471 and make D_onto=11 (per ontology v1_1n)
2470,1,2,2,2,2,1,1,1,1,12,,T,460,nnkgs0,1,2,A,we pivot off of trc0470 and make D_onto=12 (per ontology v1_1p)
3470,1,2,2,2,2,1,1,1,1,13,,T,460,nnkgs0,1,2,A,we pivot off of trc0470 and make D_onto=13 (per ontology v1_1r)
4470,1,2,2,2,2,1,1,1,1,14,,T,460,nnkgs0,1,2,A,we pivot off of trc0470 and make D_onto=14 (per ontology v1_1f)
5470,1,2,2,2,2,1,1,1,1,15,,T,460,nnkgs0,1,2,A,we pivot off of trc0470 and make D_onto=15 (per ontology v1_1d)
6470,1,2,2,2,2,1,1,1,1,16,,T,460,nnkgs0,1,2,A,we pivot off of trc0470 and make D_onto=16 (per ontology v1_1s)
2363,1,2,1,2,2,1,1,1,1,4,,T,352,nnkgs0,1,2,A,we pivot off of trc0363 (ihc_1) and make D_onto=4 (per ontology v1_1c)
3363,1,2,1,2,2,1,1,1,1,5,,T,352,nnkgs0,1,2,A,we pivot off of trc0363 (ihc_1) and make D_onto=5 (per ontology v1_1g)
4363,1,2,1,2,2,1,1,1,1,6,,T,352,nnkgs0,1,2,A,we pivot off of trc0363 (ihc_1) and make D_onto=6 (per ontology v1_1h)
5363,1,2,1,2,2,1,1,1,1,7,,T,352,nnkgs0,1,2,A,we pivot off of trc0363 (ihc_1) and make D_onto=7 (per ontology v1_1i)
6363,1,2,1,2,2,1,1,1,1,8,,T,352,nnkgs0,1,2,A,we pivot off of trc0363 (ihc_1) and make D_onto=8 (per ontology v1_1j)
7363,1,2,1,2,2,1,1,1,1,9,,T,352,nnkgs0,1,2,A,we pivot off of trc0363 (ihc_1) and make D_onto=9 (per ontology v1_1k)
3001,1,2,2,2,1,2,1,1,1,1,,T,460,nnkgs1,1,2,A,we copy 0460 and set D_kgS1=2 (per ontology v1_2_disjoint)
3002,1,2,2,2,1,2,1,1,1,1,,T,460,nnkgs1,1,2,A,"an exact copy of 3001; to be used only with the new loss_calculation_mode = 2, which applies semantic loss penalties in a revised way"
3003,1,2,2,2,1,2,1,1,1,1,,T,460,nnkgs1,1,2,A,an exact copy of 3001; to be used with loss_calculation_mode = 1 and hyper parameter lambda = 10
5500,1,2,2,2,2,2,1,1,1,12,,T,460,nnkgs0 + nnkgs1,1,2,A,"a blend of trc2470 (nnkgs0_t09) and trc3001 (nnkgs1), so we can demonstrate that the two KG reasoning strategies can be used in combination"
5502,1,2,2,2,2,2,1,1,1,12,,T,460,nnkgs0 + nnkgs1,1,2,A,"an exact copy of 5500; we use 5502 for Trial 21 where we use treatment t32 = t09 + t23, just the way 5500 is for t30=t09+t21; the only difference with 5502 is that during Step 2 (Training), we use semantic loss penalty application mode 2 rather than 1 (as per t21)."
